web_scraper_order,web_scraper_start_url,title,data,data2,data3,data4,image,item_page_title,item_page_link,Quantity_Available,quantity_available,Condition,title_1,data_1,price,price_1,quantity_available_1,currency_note,product_1_price_bs,priceCurrency,product_5_delivery,Shipping_Info,product_5_location,Location,Availability,Seller_Name,product_5_seller,Seller_Sales,Seller_Products,product_5_products_count,seller_products,about,brand,weight,Color,product_3_color,specifications,Specifications_-_Mouse_Type,image_1,image_3,image_2,image_4
"1774841726-1","https://listado.mercadolibre.com.ve/_Desde_97_CustId_2218556326_NoIndex_True","Access Point Tplink Eap 690ehd Axe 11000 Giga Ceiling","1.393","","US$","","https://http2.mlstatic.com/D_Q_NP_2X_779710-MLV88198133437_072025-E.webp","Access Point Tplink Eap 690ehd Axe 11000 Giga Ceiling","https://articulo.mercadolibre.com.ve/MLV-888093908-access-point-tplink-eap-690ehd-axe-11000-giga-ceiling-_JM#polycard_client=search-desktop&search_layout=grid&position=48&type=item&tracking_id=e2c5efa3-4fc2-445e-8895-350811856de5&wid=MLV888093908&sid=search","mercusys ax3000","router tp link","Nuevo","Access Point Tplink Eap 690ehd Axe 11000 Giga Ceiling","US$","1.393","US$1.393","US$1.393","Acuerdas el pago en dólares o bolívares con el vendedorEl vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Bs.657.078,10","El vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Entrega a acordar con el vendedor","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Mun. Sucre (este), Distrito Capital","(3 disponibles)","THE_BROKERBRANDS","Vendido porTHE_BROKERBRANDS","+5 ventas","+100 Productos","+100 Productos","+100","Características generalesMarcaTP-LinkModeloEAP690 HDVersión1.0ColorBlancoVoltaje12V DCFuncionesAccess Point WiFi de alta velocidad para redes empresariales y residenciales, Gestión centralizada, Seguridad avanzada, soporte para WiFi 6EOtrosCon conexión PoESí","El Access Point TP-Link EAP690 HD es la solución ideal para quienes buscan una conexión WiFi de alta velocidad y estabilidad tanto en entornos empresariales como residenciales. Con una impresionante velocidad inalámbrica de hasta 11000 Mbps, este dispositivo ofrece un rendimiento excepcional, manteniendo múltiples dispositivos conectados sin interrupciones.

Diseñado en un elegante color blanco, el EAP690 HD es un access point tri-banda que soporta las frecuencias de 2.4 GHz, 5 GHz y 6 GHz, garantizando una experiencia de navegación fluida y rápida. Gracias a sus 8 antenas internas, proporciona una amplia cobertura y una señal robusta, incluso en áreas grandes o con múltiples obstáculos.

La gestión centralizada permite a los usuarios monitorizar y optimizar el rendimiento de la red de manera sencilla y eficiente. Además, cuenta con funciones de seguridad avanzadas que protegen la información y garantizan conexiones seguras, lo que lo convierte en la opción perfecta para el tráfico de datos sensibles.

Al incorporar tecnología WiFi 6E, el EAP690 HD no solo mejora la velocidad, sino que también aumenta la eficiencia de la red al permitir que más dispositivos se conecten simultáneamente. Ya sea para trabajar, estudiar o disfrutar de entretenimiento en línea, este access point asegura una conexión de calidad que se adapta a tus necesidades.","DescripciónEl Access Point TP-Link EAP690 HD es la solución ideal para quienes buscan una conexión WiFi de alta velocidad y estabilidad tanto en entornos empresariales como residenciales. Con una impresionante velocidad inalámbrica de hasta 11000 Mbps, este dispositivo ofrece un rendimiento excepcional, manteniendo múltiples dispositivos conectados sin interrupciones.

Diseñado en un elegante color blanco, el EAP690 HD es un access point tri-banda que soporta las frecuencias de 2.4 GHz, 5 GHz y 6 GHz, garantizando una experiencia de navegación fluida y rápida. Gracias a sus 8 antenas internas, proporciona una amplia cobertura y una señal robusta, incluso en áreas grandes o con múltiples obstáculos.

La gestión centralizada permite a los usuarios monitorizar y optimizar el rendimiento de la red de manera sencilla y eficiente. Además, cuenta con funciones de seguridad avanzadas que protegen la información y garantizan conexiones seguras, lo que lo convierte en la opción perfecta para el tráfico de datos sensibles.

Al incorporar tecnología WiFi 6E, el EAP690 HD no solo mejora la velocidad, sino que también aumenta la eficiencia de la red al permitir que más dispositivos se conecten simultáneamente. Ya sea para trabajar, estudiar o disfrutar de entretenimiento en línea, este access point asegura una conexión de calidad que se adapta a tus necesidades.","","","Funciones Access Point WiFi de alta velocidad para redes empresariales y residenciales, Gestión centralizada, Seguridad avanzada, soporte para WiFi 6EFrecuencias 2.4 GHz, 5 GHz, 6 GHzVelocidad inalámbrica 8 Gbps","Access Point WiFi de alta velocidad para redes empresariales y residenciales, Gestión centralizada, Seguridad avanzada, soporte para WiFi 6E","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","https://http2.mlstatic.com/D_Q_NP_779710-MLV88198133437_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_725802-MLV88198678063_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_819656-MLV88198796461_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_815661-MLV87861829172_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_938342-MLV87862067016_072025-F.webp","https://http2.mlstatic.com/D_Q_NP_2X_779710-MLV88198133437_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_725802-MLV88198678063_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_819656-MLV88198796461_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_815661-MLV87861829172_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_938342-MLV87862067016_072025-R.webp",""
"1774841731-2","https://listado.mercadolibre.com.ve/_Desde_97_CustId_2218556326_NoIndex_True","Modem Router Tplink Td-w8961n 300mbps Wifi Wireless.","55","","US$","","https://http2.mlstatic.com/D_Q_NP_2X_756649-MLV88353998523_072025-E.webp","Modem Router Tplink Td-w8961n 300mbps Wifi Wireless.","https://articulo.mercadolibre.com.ve/MLV-888073322-modem-router-tplink-td-w8961n-300mbps-wifi-wireless-_JM#polycard_client=search-desktop&search_layout=grid&position=47&type=item&tracking_id=e2c5efa3-4fc2-445e-8895-350811856de5&wid=MLV888073322&sid=search","mercusys ax3000","router cudy","Nuevo","Modem Router Tplink Td-w8961n 300mbps Wifi Wireless.","US$","55","US$55","US$55","Acuerdas el pago en dólares o bolívares con el vendedorEl vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Bs.25.943,50","El vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Entrega a acordar con el vendedor","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Mun. Sucre (este), Distrito Capital","(3 disponibles)","THE_BROKERBRANDS","Vendido porTHE_BROKERBRANDS","+5 ventas","+100 Productos","+100 Productos","+100","Características generalesMarcaTP-LinkLíneaModem RouterModeloTD-W8961NVersión5.0ColorBlancoFuncionesMódem ADSL, Punto de acceso wifi, Router inalámbricoOtrosCon conexión PoENo","El Modem Router TP-Link TD-W8961N es la solución ideal para quienes buscan una conexión estable y rápida en sus hogares o pequeñas oficinas. Con velocidades inalámbricas de hasta 300 Mbps y frecuencia de 2.4 GHz, este dispositivo permite disfrutar de streaming, videoconferencias y juegos en línea sin interrupciones.

Equipado con dos antenas externas, el TD-W8961N mejora la cobertura y la señal en toda el área de trabajo. Funciona eficientemente como modem ADSL, router inalámbrico y punto de acceso WiFi, adaptándose a diversas necesidades de conectividad. 

Su diseño en color blanco y compacto permite integrarse fácilmente en cualquier entorno, mientras que su funcionamiento de banda simple simplifica el uso del dispositivo para todos los usuarios. Con opciones de conexión tanto por cable como inalámbrica, este modem router está preparado para satisfacer la demanda de múltiples dispositivos conectados simultáneamente.

Optimiza tu experiencia de navegación y mantén a todos tus dispositivos conectados con el TP-Link TD-W8961N. Ideal para familias y profesionales que requieren un rendimiento confiable y una amplia cobertura WiFi. Adquiere este producto y transforma tu forma de conectarte a la red.","DescripciónEl Modem Router TP-Link TD-W8961N es la solución ideal para quienes buscan una conexión estable y rápida en sus hogares o pequeñas oficinas. Con velocidades inalámbricas de hasta 300 Mbps y frecuencia de 2.4 GHz, este dispositivo permite disfrutar de streaming, videoconferencias y juegos en línea sin interrupciones.

Equipado con dos antenas externas, el TD-W8961N mejora la cobertura y la señal en toda el área de trabajo. Funciona eficientemente como modem ADSL, router inalámbrico y punto de acceso WiFi, adaptándose a diversas necesidades de conectividad. 

Su diseño en color blanco y compacto permite integrarse fácilmente en cualquier entorno, mientras que su funcionamiento de banda simple simplifica el uso del dispositivo para todos los usuarios. Con opciones de conexión tanto por cable como inalámbrica, este modem router está preparado para satisfacer la demanda de múltiples dispositivos conectados simultáneamente.

Optimiza tu experiencia de navegación y mantén a todos tus dispositivos conectados con el TP-Link TD-W8961N. Ideal para familias y profesionales que requieren un rendimiento confiable y una amplia cobertura WiFi. Adquiere este producto y transforma tu forma de conectarte a la red.","","","Funciones Módem ADSL, Punto de acceso wifi, Router inalámbricoFrecuencias 2.4 GHzVelocidad inalámbrica 0 Mbps","Módem ADSL, Punto de acceso wifi, Router inalámbrico","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","https://http2.mlstatic.com/D_Q_NP_756649-MLV88353998523_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_944034-MLV88014685038_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_988525-MLV88014318598_072025-F.webp","https://http2.mlstatic.com/D_Q_NP_2X_756649-MLV88353998523_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_944034-MLV88014685038_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_988525-MLV88014318598_072025-R.webp",""
"1774841735-3","https://listado.mercadolibre.com.ve/_Desde_97_CustId_2218556326_NoIndex_True","Procesador Intel Core I7-12700 4,9ghz Box Lga-1700","616","","US$","","https://http2.mlstatic.com/D_Q_NP_2X_637803-MLV87442017097_072025-E.webp","Procesador Intel Core I7-12700 4,9ghz Box Lga-1700","https://articulo.mercadolibre.com.ve/MLV-876864966-procesador-intel-core-i7-12700-49ghz-box-lga-1700-_JM#polycard_client=search-desktop&search_layout=grid&position=46&type=item&tracking_id=e2c5efa3-4fc2-445e-8895-350811856de5&wid=MLV876864966&sid=search","i7 3770k","procesador intel","Nuevo","Procesador Intel Core I7-12700 4,9ghz Box Lga-1700","US$","616","US$616","US$616","Acuerdas el pago en dólares o bolívares con el vendedorEl vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Bs.290.567,20","El vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Entrega a acordar con el vendedor","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Mun. Sucre (este), Distrito Capital","(3 disponibles)","THE_BROKERBRANDS","Vendido porTHE_BROKERBRANDS","+5 ventas","+100 Productos","+100 Productos","+100","Características generalesMarcaIntelLíneaIntelModeloI7Modelo alfanuméricoi7MemoriaTipos de memoria RAM soportadasDDR4, DDR5Tamaño máximo de memoria RAM soportada128 GBFrecuenciaFrecuencia mínima de reloj2,1 GHzFrecuencia máxima de reloj4,9 GHzOtrosAño de lanzamiento2021OtrosLitografía10 nmTipo de refrigeraciónAireMarca de GPUIntelLínea de GPUIris XeCantidad de núcleos de GPU32Frecuencia de GPU1,4 GHzVersión de PCI Express5.0Velocidad máxima de la memoria RAM4.800 MT/sTemperatura máxima100 °CCon memoria gráfica ECCNoCantidad de canales de memoria2Tamaño de caché L10,08 MBTamaño de caché L212 MBTamaño de caché L325 MB","El procesador Intel Core i7-12700 es una poderosa opción para quienes buscan un rendimiento excepcional en juegos y tareas profesionales. Con su arquitectura Alder Lake, este procesador cuenta con 12 núcleos y soporte para hyper-threading, permitiendo procesar hasta 20 hilos simultáneamente, lo que brinda una capacidad sobresaliente para multitasking.

Con una frecuencia base de 2.1 GHz que alcanza hasta 4.9 GHz, el i7-12700 ofrece una experiencia fluida y rápida, ideal para los entusiastas de los videojuegos y los usuarios que requieren alta capacidad de procesamiento. También soporta memorias RAM DDR4 y DDR5 de hasta 128 GB, facilitando la personalización de tu sistema y asegurando un rendimiento eficiente en todos tus proyectos.

Pensado para usuarios exigentes, su TDP de solo 65 W permite un rendimiento optimizado sin generar un alto consumo energético. Además, su arquitectura es compatible con resoluciones 4K, lo que mejora la experiencia visual en tareas multimedia y videojuegos de última generación.

La litografía de 10 nm y el soporte para PCI Express 5.0 garantizan que este procesador esté preparado para las futuras exigencias tecnológicas. Con una frecuencia de GPU de 1.4 GHz y 32 núcleos gráficos Intel Iris Xe, disfrutarás de gráficos fluidos y de alta calidad en tus aplicaciones. Este procesador es una inversión perfecta para quienes buscan lo último en tecnología y rendimiento.","DescripciónEl procesador Intel Core i7-12700 es una poderosa opción para quienes buscan un rendimiento excepcional en juegos y tareas profesionales. Con su arquitectura Alder Lake, este procesador cuenta con 12 núcleos y soporte para hyper-threading, permitiendo procesar hasta 20 hilos simultáneamente, lo que brinda una capacidad sobresaliente para multitasking.

Con una frecuencia base de 2.1 GHz que alcanza hasta 4.9 GHz, el i7-12700 ofrece una experiencia fluida y rápida, ideal para los entusiastas de los videojuegos y los usuarios que requieren alta capacidad de procesamiento. También soporta memorias RAM DDR4 y DDR5 de hasta 128 GB, facilitando la personalización de tu sistema y asegurando un rendimiento eficiente en todos tus proyectos.

Pensado para usuarios exigentes, su TDP de solo 65 W permite un rendimiento optimizado sin generar un alto consumo energético. Además, su arquitectura es compatible con resoluciones 4K, lo que mejora la experiencia visual en tareas multimedia y videojuegos de última generación.

La litografía de 10 nm y el soporte para PCI Express 5.0 garantizan que este procesador esté preparado para las futuras exigencias tecnológicas. Con una frecuencia de GPU de 1.4 GHz y 32 núcleos gráficos Intel Iris Xe, disfrutarás de gráficos fluidos y de alta calidad en tus aplicaciones. Este procesador es una inversión perfecta para quienes buscan lo último en tecnología y rendimiento.","","","Tipos de memoria RAM soportadas: DDR4, DDR5Frecuencia máxima de reloj: 4.9 GHzCantidad de núcleos de CPU: 12Zócalos compatibles: Lga1700","DDR4, DDR5","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","https://http2.mlstatic.com/D_Q_NP_637803-MLV87442017097_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_829417-MLV87441710997_072025-F.webp","https://http2.mlstatic.com/D_Q_NP_2X_637803-MLV87442017097_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_829417-MLV87441710997_072025-R.webp",""
"1774841741-4","https://listado.mercadolibre.com.ve/_Desde_97_CustId_2218556326_NoIndex_True","Procesador Intel Core I3-12100f Lga1700 Box","269","","US$","","https://http2.mlstatic.com/D_Q_NP_2X_901280-MLV87357682685_072025-E.webp","Procesador Intel Core I3-12100f Lga1700 Box","https://articulo.mercadolibre.com.ve/MLV-876797564-procesador-intel-core-i3-12100f-lga1700-box-_JM#polycard_client=search-desktop&search_layout=grid&position=45&type=item&tracking_id=e2c5efa3-4fc2-445e-8895-350811856de5&wid=MLV876797564&sid=search","ryzen 5 3600","procesador amd","Nuevo","Procesador Intel Core I3-12100f Lga1700 Box","US$","269","US$269","US$269","Acuerdas el pago en dólares o bolívares con el vendedorEl vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Bs.126.887,30","El vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Entrega a acordar con el vendedor","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Mun. Sucre (este), Distrito Capital","(3 disponibles)","THE_BROKERBRANDS","Vendido porTHE_BROKERBRANDS","+5 ventas","+100 Productos","+100 Productos","+100","Características generalesMarcaIntelLíneaCore i3ModeloI3-12100F BOXModelo alfanuméricoBX8071512100FMemoriaTipos de memoria RAM soportadasDDR4, DDR5Tamaño máximo de memoria RAM soportada128 GBFrecuenciaFrecuencia mínima de reloj3,3 GHzFrecuencia máxima de reloj4,3 GHzOtrosAño de lanzamiento2022OtrosLitografía10 nmTipo de refrigeraciónAireVersión de PCI ExpressPCIe 4.0Velocidad máxima de la memoria RAM4.800 MT/sTemperatura máxima100 °CCon memoria gráfica ECCNoCantidad de canales de memoria2Tamaño de caché L10,38 MBTamaño de caché L21 MBTamaño de caché L312 MB","Explora el robusto procesador Intel Core i3-12100F, diseñado para satisfacer las demandas del uso general, oficina y multimedia. Con su arquitectura Alder Lake y un consumo energético de solo 58 W, este procesador se convierte en la opción perfecta para quienes buscan un rendimiento eficiente sin sacrificar potencia.

Este modelo cuenta con 4 núcleos y 8 hilos de CPU, ofreciendo una frecuencia base de 3.3 GHz que puede alcanzar hasta 4.3 GHz, garantizando un procesamiento fluido incluso bajo cargas múltiples. Soporta tanto memoria RAM DDR4 como DDR5, permitiendo una capacidad máxima de 128 GB, lo que lo hace ideal para tareas multitarea y aplicaciones más exigentes.

Con una litografía de 10 nm y tecnología Hyper-threading, el i3-12100F optimiza sus recursos para brindar una experiencia de usuario superior. Además, su arquitectura soporta una velocidad máxima de memoria de 4800 MT/s, asegurando una transferencia de datos rápida y eficiente.

Aprovecha su compatibilidad con zócalos LGA 1700 y su versión de PCI Express 4.0, lo que te permitirá integrar este procesador en una amplia gama de configuraciones de hardware. Elevando tus proyectos diarios y multimedia, el Core i3-12100F se convertirá en un aliado esencial en tu arsenal tecnológico.","DescripciónExplora el robusto procesador Intel Core i3-12100F, diseñado para satisfacer las demandas del uso general, oficina y multimedia. Con su arquitectura Alder Lake y un consumo energético de solo 58 W, este procesador se convierte en la opción perfecta para quienes buscan un rendimiento eficiente sin sacrificar potencia.

Este modelo cuenta con 4 núcleos y 8 hilos de CPU, ofreciendo una frecuencia base de 3.3 GHz que puede alcanzar hasta 4.3 GHz, garantizando un procesamiento fluido incluso bajo cargas múltiples. Soporta tanto memoria RAM DDR4 como DDR5, permitiendo una capacidad máxima de 128 GB, lo que lo hace ideal para tareas multitarea y aplicaciones más exigentes.

Con una litografía de 10 nm y tecnología Hyper-threading, el i3-12100F optimiza sus recursos para brindar una experiencia de usuario superior. Además, su arquitectura soporta una velocidad máxima de memoria de 4800 MT/s, asegurando una transferencia de datos rápida y eficiente.

Aprovecha su compatibilidad con zócalos LGA 1700 y su versión de PCI Express 4.0, lo que te permitirá integrar este procesador en una amplia gama de configuraciones de hardware. Elevando tus proyectos diarios y multimedia, el Core i3-12100F se convertirá en un aliado esencial en tu arsenal tecnológico.","","","Tipos de memoria RAM soportadas: DDR4, DDR5Frecuencia máxima de reloj: 4.3 GHzCantidad de núcleos de CPU: 4Zócalos compatibles: Lga1700","DDR4, DDR5","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","https://http2.mlstatic.com/D_Q_NP_901280-MLV87357682685_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_952442-MLV87357790627_072025-F.webp","https://http2.mlstatic.com/D_Q_NP_2X_901280-MLV87357682685_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_952442-MLV87357790627_072025-R.webp",""
"1774841746-5","https://listado.mercadolibre.com.ve/_Desde_97_CustId_2218556326_NoIndex_True","Procesador Amd Ryzen 3 3200g 4ghz Socket Am4","149","99","US$",",","https://http2.mlstatic.com/D_Q_NP_2X_807100-MLV86816500162_072025-E.webp","Procesador Amd Ryzen 3 3200g 4ghz Socket Am4","https://articulo.mercadolibre.com.ve/MLV-874286800-procesador-amd-ryzen-3-3200g-4ghz-socket-am4-_JM#polycard_client=search-desktop&search_layout=grid&position=44&type=item&tracking_id=e2c5efa3-4fc2-445e-8895-350811856de5&wid=MLV874286800&sid=search","i5 3570","ryzen 7 5700x","Nuevo","Procesador Amd Ryzen 3 3200g 4ghz Socket Am4","US$","149","US$149,99","US$149,99","Acuerdas el pago en dólares o bolívares con el vendedorEl vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Bs.70.750,28","El vendedor publicó el precio de este producto en Dólares (USD), pero podrás acordar con él la moneda de pago. La conversión a Bolívares aquí indicada ha sido realizada según el tipo de cambio del Banco Central de Venezuela aplicable al día de hoy.","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Entrega a acordar con el vendedor","Entrega a acordar con el vendedorMun. Sucre (este), Distrito CapitalVer formas de entrega","Mun. Sucre (este), Distrito Capital","(5 disponibles)","THE_BROKERBRANDS","Vendido porTHE_BROKERBRANDS","+5 ventas","+100 Productos","+100 Productos","+100","Características generalesMarcaAMDLíneaRyzen 3ModeloRZ-3200GModelo alfanuméricoYD3200C5FHBOXMemoriaTipos de memoria RAM soportadasDDR4FrecuenciaFrecuencia máxima de reloj4 GHzOtrosAño de lanzamiento2019OtrosTipo de refrigeraciónAireMarca de GPUAMDLínea de GPURadeon VegaCantidad de núcleos de GPU8Cantidad de canales de memoria2Tamaño de caché L22 MBTamaño de caché L34 MB","El procesador AMD Ryzen 3 3200G es una opción excepcional para quienes buscan un rendimiento sólido en juegos y aplicaciones diarias. Con cuatro núcleos y cuatro hilos, este procesador ofrece una frecuencia máxima de reloj de hasta 4.0 GHz, garantizando una respuesta rápida y eficiente en todas sus tareas. Su arquitectura x86-64 y su compatibilidad con el zócalo AM4 lo hacen versátil y adecuado para una amplia gama de configuraciones.

Le ofrece un rendimiento gráfico integrado mediante la GPU Radeon Vega con 8 núcleos, lo que permite disfrutar de juegos a 1080p y compatible con resoluciones 4K. Con un TDP de solo 65.0 W, este procesador es eficiente en términos de consumo energético, ideal para sistemas que requieren balance entre potencia y eficiencia. Además, cuenta con capacidades de overclocking, dándole la libertad de ajustar su rendimiento según sus necesidades.

La arquitectura de memoria DDR4 y una caché L2 de 2.0 MB y L3 de 4.0 MB aseguran una experiencia fluida en multitarea y juegos. Su diseño de refrigeración por aire lo hace fácil de manejar y mantener, permitiendo que los entusiastas y principiantes puedan disfrutar de su rendimiento sin complicaciones. Aproveche el potencial del AMD Ryzen 3 3200G y lleve su experiencia informática al siguiente nivel.","DescripciónEl procesador AMD Ryzen 3 3200G es una opción excepcional para quienes buscan un rendimiento sólido en juegos y aplicaciones diarias. Con cuatro núcleos y cuatro hilos, este procesador ofrece una frecuencia máxima de reloj de hasta 4.0 GHz, garantizando una respuesta rápida y eficiente en todas sus tareas. Su arquitectura x86-64 y su compatibilidad con el zócalo AM4 lo hacen versátil y adecuado para una amplia gama de configuraciones.

Le ofrece un rendimiento gráfico integrado mediante la GPU Radeon Vega con 8 núcleos, lo que permite disfrutar de juegos a 1080p y compatible con resoluciones 4K. Con un TDP de solo 65.0 W, este procesador es eficiente en términos de consumo energético, ideal para sistemas que requieren balance entre potencia y eficiencia. Además, cuenta con capacidades de overclocking, dándole la libertad de ajustar su rendimiento según sus necesidades.

La arquitectura de memoria DDR4 y una caché L2 de 2.0 MB y L3 de 4.0 MB aseguran una experiencia fluida en multitarea y juegos. Su diseño de refrigeración por aire lo hace fácil de manejar y mantener, permitiendo que los entusiastas y principiantes puedan disfrutar de su rendimiento sin complicaciones. Aproveche el potencial del AMD Ryzen 3 3200G y lleve su experiencia informática al siguiente nivel.","","","Tipos de memoria RAM soportadas: DDR4Frecuencia máxima de reloj: 4 GHzCantidad de núcleos de CPU: 4Zócalos compatibles: AM4","DDR4","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","https://http2.mlstatic.com/D_Q_NP_807100-MLV86816500162_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_823716-MLV87140100069_072025-F.webp
https://http2.mlstatic.com/D_Q_NP_620794-MLV86816559980_072025-F.webp","https://http2.mlstatic.com/D_Q_NP_2X_807100-MLV86816500162_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_823716-MLV87140100069_072025-R.webp
https://http2.mlstatic.com/D_Q_NP_2X_620794-MLV86816559980_072025-R.webp",""
